102051 silly lifecycle isexe@2.0.0~preinstall: no script for preinstall, continuing
108316 verbose link bins   '/home/azureuser/compair/node_modules/.bin',
108316 verbose link bins   false ]
108317 verbose linkMans karma@4.2.0
108318 silly gentlyRm /home/azureuser/compair/node_modules/.bin/karma is being purged
108319 verbose gentlyRm don't care about contents; nuking /home/azureuser/compair/node_modules/.bin/karma
108320 silly build gulp@4.0.2
108321 info linkStuff gulp@4.0.2
108322 silly linkStuff gulp@4.0.2 has /home/azureuser/compair/node_modules as its parent node_modules
108323 verbose linkBins gulp@4.0.2
108324 verbose link bins [ { gulp: './bin/gulp.js' },
108324 verbose link bins   '/home/azureuser/compair/node_modules/.bin',
108324 verbose link bins   false ]
108325 verbose linkMans gulp@4.0.2
108326 silly gentlyRm /home/azureuser/compair/node_modules/.bin/gulp is being purged
108327 verbose gentlyRm don't care about contents; nuking /home/azureuser/compair/node_modules/.bin/gulp
108328 silly vacuum-fs purging /home/azureuser/compair/node_modules/.bin/gulp
108329 silly vacuum-fs quitting because other entries in /home/azureuser/compair/node_modules/.bin
108330 silly build gulp-angular-templatecache@2.2.7
108331 info linkStuff gulp-angular-templatecache@2.2.7
108332 silly linkStuff gulp-angular-templatecache@2.2.7 has /home/azureuser/compair/node_modules as its parent node_modules
108333 verbose linkBins gulp-angular-templatecache@2.2.7
108334 verbose linkMans gulp-angular-templatecache@2.2.7
108335 silly build gulp-bower@0.0.14
108336 info linkStuff gulp-bower@0.0.14
108337 silly linkStuff gulp-bower@0.0.14 has /home/azureuser/compair/node_modules as its parent node_modules
108338 verbose linkBins gulp-bower@0.0.14
108339 verbose linkMans gulp-bower@0.0.14
108340 silly build gulp-clean-css@3.10.0
108341 info linkStuff gulp-clean-css@3.10.0
108342 silly linkStuff gulp-clean-css@3.10.0 has /home/azureuser/compair/node_modules as its parent node_modules
108343 verbose linkBins gulp-clean-css@3.10.0
108344 verbose linkMans gulp-clean-css@3.10.0
108345 silly build gulp-concat-vendor@0.0.4
108346 info linkStuff gulp-concat-vendor@0.0.4
108347 silly linkStuff gulp-concat-vendor@0.0.4 has /home/azureuser/compair/node_modules as its parent node_modules
108348 verbose linkBins gulp-concat-vendor@0.0.4
108349 verbose linkMans gulp-concat-vendor@0.0.4
108350 silly build gulp-connect@5.7.0
108351 info linkStuff gulp-connect@5.7.0
108352 silly linkStuff gulp-connect@5.7.0 has /home/azureuser/compair/node_modules as its parent node_modules
108353 verbose linkBins gulp-connect@5.7.0
108354 verbose linkMans gulp-connect@5.7.0
108355 silly build gulp-html-replace@1.6.2
108356 info linkStuff gulp-html-replace@1.6.2
108357 silly linkStuff gulp-html-replace@1.6.2 has /home/azureuser/compair/node_modules as its parent node_modules
108358 verbose linkBins gulp-html-replace@1.6.2
108359 verbose linkMans gulp-html-replace@1.6.2
108360 silly build gulp-inject@5.0.3
108361 info linkStuff gulp-inject@5.0.3
108362 silly linkStuff gulp-inject@5.0.3 has /home/azureuser/compair/node_modules as its parent node_modules
108363 verbose linkBins gulp-inject@5.0.3
108364 verbose linkMans gulp-inject@5.0.3
108365 silly build gulp-less@4.0.1
108366 info linkStuff gulp-less@4.0.1
108367 silly linkStuff gulp-less@4.0.1 has /home/azureuser/compair/node_modules as its parent node_modules
108368 verbose linkBins gulp-less@4.0.1
108369 verbose linkMans gulp-less@4.0.1
108370 silly build gulp-print@2.0.1
108371 info linkStuff gulp-print@2.0.1
108372 silly linkStuff gulp-print@2.0.1 has /home/azureuser/compair/node_modules as its parent node_modules
108373 verbose linkBins gulp-print@2.0.1
108374 verbose linkMans gulp-print@2.0.1
108375 silly build gulp-rev@8.1.1
108376 info linkStuff gulp-rev@8.1.1
108377 silly linkStuff gulp-rev@8.1.1 has /home/azureuser/compair/node_modules as its parent node_modules
108378 verbose linkBins gulp-rev@8.1.1
108379 verbose linkMans gulp-rev@8.1.1
108380 silly build gulp-sort@2.0.0
108381 info linkStuff gulp-sort@2.0.0
108382 silly linkStuff gulp-sort@2.0.0 has /home/azureuser/compair/node_modules as its parent node_modules
108383 verbose linkBins gulp-sort@2.0.0
108384 verbose linkMans gulp-sort@2.0.0
108385 silly build gulp-uglify@3.0.2
108386 info linkStuff gulp-uglify@3.0.2
108387 silly linkStuff gulp-uglify@3.0.2 has /home/azureuser/compair/node_modules as its parent node_modules
108388 verbose linkBins gulp-uglify@3.0.2
108389 verbose linkMans gulp-uglify@3.0.2
108390 silly build main-bower-files@2.13.1
108391 info linkStuff main-bower-files@2.13.1
108392 silly linkStuff main-bower-files@2.13.1 has /home/azureuser/compair/node_modules as its parent node_modules
108393 verbose linkBins main-bower-files@2.13.1
108394 verbose linkMans main-bower-files@2.13.1
108395 silly build proxy-middleware@0.15.0
108396 info linkStuff proxy-middleware@0.15.0
108397 silly linkStuff proxy-middleware@0.15.0 has /home/azureuser/compair/node_modules as its parent node_modules
108398 verbose linkBins proxy-middleware@0.15.0
108399 verbose linkMans proxy-middleware@0.15.0
108400 silly build streamqueue@1.1.2
108401 info linkStuff streamqueue@1.1.2
108402 silly linkStuff streamqueue@1.1.2 has /home/azureuser/compair/node_modules as its parent node_modules
108403 verbose linkBins streamqueue@1.1.2
108404 verbose linkMans streamqueue@1.1.2
108405 silly doSerial global-link 0
108406 silly doParallel update-linked 0
108407 silly doSerial install 930
108408 silly install @types/q@0.0.32 /home/azureuser/compair/node_modules/.staging/@types/q-608fd514
108409 info lifecycle @types/q@0.0.32~install: @types/q@0.0.32
108410 silly lifecycle @types/q@0.0.32~install: no script for install, continuing
108411 silly install @types/selenium-webdriver@3.0.16 /home/azureuser/compair/node_modules/.staging/@types/selenium-webdriver-d91817fb
108412 info lifecycle @types/selenium-webdriver@3.0.16~install: @types/selenium-webdriver@3.0.16
108413 silly lifecycle @types/selenium-webdriver@3.0.16~install: no script for install, continuing
108414 silly install lodash.defaults@4.2.0 /home/azureuser/compair/node_modules/.staging/lodash.defaults-3268891b
108415 info lifecycle lodash.defaults@4.2.0~install: lodash.defaults@4.2.0
108416 silly lifecycle lodash.defaults@4.2.0~install: no script for install, continuing
108417 silly install adm-zip@0.4.13 /home/azureuser/compair/node_modules/.staging/adm-zip-ee4122bf
108418 info lifecycle adm-zip@0.4.13~install: adm-zip@0.4.13
108419 silly lifecycle adm-zip@0.4.13~install: no script for install, continuing
108420 silly install after@0.8.2 /home/azureuser/compair/node_modules/.staging/after-5399260c
108421 info lifecycle after@0.8.2~install: after@0.8.2
108422 silly lifecycle after@0.8.2~install: no script for install, continuing
108423 silly install ansi-escapes@1.4.0 /home/azureuser/compair/node_modules/.staging/ansi-escapes-7796aca5
108424 info lifecycle ansi-escapes@1.4.0~install: ansi-escapes@1.4.0
108425 silly lifecycle ansi-escapes@1.4.0~install: no script for install, continuing
108426 silly install ansi-regex@2.1.1 /home/azureuser/compair/node_modules/.staging/ansi-regex-8e0f072d
108427 info lifecycle ansi-regex@2.1.1~install: ansi-regex@2.1.1
108428 silly lifecycle ansi-regex@2.1.1~install: no script for install, continuing
108429 silly install ansi-styles@2.2.1 /home/azureuser/compair/node_modules/.staging/ansi-styles-932bc97f
108430 info lifecycle ansi-styles@2.2.1~install: ansi-styles@2.2.1
108431 silly lifecycle ansi-styles@2.2.1~install: no script for install, continuing
108432 silly install ansi-wrap@0.1.0 /home/azureuser/compair/node_modules/.staging/ansi-wrap-ac5ef618
108433 info lifecycle ansi-wrap@0.1.0~install: ansi-wrap@0.1.0
108434 silly lifecycle ansi-wrap@0.1.0~install: no script for install, continuing
108435 silly install ansi-red@0.1.1 /home/azureuser/compair/node_modules/.staging/ansi-red-557221ed
108436 info lifecycle ansi-red@0.1.1~install: ansi-red@0.1.1
108437 silly lifecycle ansi-red@0.1.1~install: no script for install, continuing
108438 silly install ansi-gray@0.1.1 /home/azureuser/compair/node_modules/.staging/ansi-gray-1481072b
108439 info lifecycle ansi-gray@0.1.1~install: ansi-gray@0.1.1
108440 silly lifecycle ansi-gray@0.1.1~install: no script for install, continuing
108441 silly install ansi-cyan@0.1.1 /home/azureuser/compair/node_modules/.staging/ansi-cyan-b4768b62
108442 info lifecycle ansi-cyan@0.1.1~install: ansi-cyan@0.1.1
108443 silly lifecycle ansi-cyan@0.1.1~install: no script for install, continuing
108444 silly install ansi-colors@1.1.0 /home/azureuser/compair/node_modules/.staging/ansi-colors-ae166e6c
108445 info lifecycle ansi-colors@1.1.0~install: ansi-colors@1.1.0
108446 silly lifecycle ansi-colors@1.1.0~install: no script for install, continuing
108447 silly install any-promise@1.3.0 /home/azureuser/compair/node_modules/.staging/any-promise-288e34b8
108448 info lifecycle any-promise@1.3.0~install: any-promise@1.3.0
108449 silly lifecycle any-promise@1.3.0~install: no script for install, continuing
108450 silly install archy@1.0.0 /home/azureuser/compair/node_modules/.staging/archy-7efc9127
108451 info lifecycle archy@1.0.0~install: archy@1.0.0
108452 silly lifecycle archy@1.0.0~install: no script for install, continuing
108453 silly install arr-diff@4.0.0 /home/azureuser/compair/node_modules/.staging/arr-diff-55e00cd3
108454 info lifecycle arr-diff@4.0.0~install: arr-diff@4.0.0
108455 silly lifecycle arr-diff@4.0.0~install: no script for install, continuing
108456 silly install arr-flatten@1.1.0 /home/azureuser/compair/node_modules/.staging/arr-flatten-00cc5ec6
108457 info lifecycle arr-flatten@1.1.0~install: arr-flatten@1.1.0
108458 silly lifecycle arr-flatten@1.1.0~install: no script for install, continuing
108459 silly install arr-union@3.1.0 /home/azureuser/compair/node_modules/.staging/arr-union-fab86dda
108460 info lifecycle arr-union@3.1.0~install: arr-union@3.1.0
108461 silly lifecycle arr-union@3.1.0~install: no script for install, continuing
108462 silly install array-differ@1.0.0 /home/azureuser/compair/node_modules/.staging/array-differ-129021df
108463 info lifecycle array-differ@1.0.0~install: array-differ@1.0.0
108464 silly lifecycle array-differ@1.0.0~install: no script for install, continuing
108465 silly install array-each@1.0.1 /home/azureuser/compair/node_modules/.staging/array-each-02f3675e
108466 info lifecycle array-each@1.0.1~install: array-each@1.0.1
108467 silly lifecycle array-each@1.0.1~install: no script for install, continuing
108468 silly install array-find-index@1.0.2 /home/azureuser/compair/node_modules/.staging/array-find-index-727a361a
108469 info lifecycle array-find-index@1.0.2~install: array-find-index@1.0.2
108470 silly lifecycle array-find-index@1.0.2~install: no script for install, continuing
108471 silly install is-number@4.0.0 /home/azureuser/compair/node_modules/.staging/is-number-4f79d5ff
108472 info lifecycle is-number@4.0.0~install: is-number@4.0.0
108473 silly lifecycle is-number@4.0.0~install: no script for install, continuing
108474 silly install is-number@4.0.0 /home/azureuser/compair/node_modules/.staging/is-number-44732bcc
108475 info lifecycle is-number@4.0.0~install: is-number@4.0.0
108476 silly lifecycle is-number@4.0.0~install: no script for install, continuing
108477 silly install array-last@1.3.0 /home/azureuser/compair/node_modules/.staging/array-last-738b94a8
108478 info lifecycle array-last@1.3.0~install: array-last@1.3.0
108479 silly lifecycle array-last@1.3.0~install: no script for install, continuing
108480 silly install array-slice@1.1.0 /home/azureuser/compair/node_modules/.staging/array-slice-6c26ecc9
108481 info lifecycle array-slice@1.1.0~install: array-slice@1.1.0
108482 silly lifecycle array-slice@1.1.0~install: no script for install, continuing
108483 silly install array-initial@1.1.0 /home/azureuser/compair/node_modules/.staging/array-initial-1e7250e4
108484 info lifecycle array-initial@1.1.0~install: array-initial@1.1.0
108485 silly lifecycle array-initial@1.1.0~install: no script for install, continuing
108486 silly install kind-of@5.1.0 /home/azureuser/compair/node_modules/.staging/kind-of-7102cc52
108487 info lifecycle kind-of@5.1.0~install: kind-of@5.1.0
108488 silly lifecycle kind-of@5.1.0~install: no script for install, continuing
108489 silly install array-uniq@1.0.3 /home/azureuser/compair/node_modules/.staging/array-uniq-f8600ce4
108490 info lifecycle array-uniq@1.0.3~install: array-uniq@1.0.3
108491 silly lifecycle array-uniq@1.0.3~install: no script for install, continuing
108492 silly install array-union@1.0.2 /home/azureuser/compair/node_modules/.staging/array-union-73448142
108493 info lifecycle array-union@1.0.2~install: array-union@1.0.2
108494 silly lifecycle array-union@1.0.2~install: no script for install, continuing
108495 silly install array-unique@0.3.2 /home/azureuser/compair/node_modules/.staging/array-unique-a8426ed3
108496 info lifecycle array-unique@0.3.2~install: array-unique@0.3.2
108497 silly lifecycle array-unique@0.3.2~install: no script for install, continuing
108498 silly install arraybuffer.slice@0.0.7 /home/azureuser/compair/node_modules/.staging/arraybuffer.slice-61cefaad
108499 info lifecycle arraybuffer.slice@0.0.7~install: arraybuffer.slice@0.0.7
108500 silly lifecycle arraybuffer.slice@0.0.7~install: no script for install, continuing
108501 silly install arrify@2.0.1 /home/azureuser/compair/node_modules/.staging/arrify-2e34b493
108502 info lifecycle arrify@2.0.1~install: arrify@2.0.1
108503 silly lifecycle arrify@2.0.1~install: no script for install, continuing
108504 silly install asap@2.0.6 /home/azureuser/compair/node_modules/.staging/asap-fc73690f
108505 info lifecycle asap@2.0.6~install: asap@2.0.6
108506 silly lifecycle asap@2.0.6~install: no script for install, continuing
108507 silly install assert-plus@1.0.0 /home/azureuser/compair/node_modules/.staging/assert-plus-05a9f43c
108508 info lifecycle assert-plus@1.0.0~install: assert-plus@1.0.0
108509 silly lifecycle assert-plus@1.0.0~install: no script for install, continuing
108510 silly install assertion-error@1.1.0 /home/azureuser/compair/node_modules/.staging/assertion-error-2f770145
108511 info lifecycle assertion-error@1.1.0~install: assertion-error@1.1.0
108512 silly lifecycle assertion-error@1.1.0~install: no script for install, continuing
108513 silly install assign-symbols@1.0.0 /home/azureuser/compair/node_modules/.staging/assign-symbols-7af91edc
108514 info lifecycle assign-symbols@1.0.0~install: assign-symbols@1.0.0
108515 silly lifecycle assign-symbols@1.0.0~install: no script for install, continuing
108516 silly install async@1.5.2 /home/azureuser/compair/node_modules/.staging/async-6695892e
108517 info lifecycle async@1.5.2~install: async@1.5.2
108518 silly lifecycle async@1.5.2~install: no script for install, continuing
108519 silly install async-each@1.0.3 /home/azureuser/compair/node_modules/.staging/async-each-e5d28509
108520 info lifecycle async-each@1.0.3~install: async-each@1.0.3
108521 silly lifecycle async-each@1.0.3~install: no script for install, continuing
108522 silly install async-limiter@1.0.0 /home/azureuser/compair/node_modules/.staging/async-limiter-99ca756d
108523 info lifecycle async-limiter@1.0.0~install: async-limiter@1.0.0
108524 silly lifecycle async-limiter@1.0.0~install: no script for install, continuing
108525 silly install asynckit@0.4.0 /home/azureuser/compair/node_modules/.staging/asynckit-afc9fa4f
108526 info lifecycle asynckit@0.4.0~install: asynckit@0.4.0
108527 silly lifecycle asynckit@0.4.0~install: no script for install, continuing
108528 silly install atob@2.1.2 /home/azureuser/compair/node_modules/.staging/atob-4117e437
108529 info lifecycle atob@2.1.2~install: atob@2.1.2
108530 silly lifecycle atob@2.1.2~install: no script for install, continuing
108531 silly install aws-sign2@0.7.0 /home/azureuser/compair/node_modules/.staging/aws-sign2-adf0873c
